word	old20 score (based on the top 35502 lemmas in sdewac)
Interesse	9.0
Einzelne	8.0
Gipfel	6.0
Fernseher	9.0
Jahrtausend	11.0
Kontrolle	9.0
Freiheit	8.0
Schiff	6.0
Jäger	5.0
Abgrund	7.0
Abitur	6.0
Verantwortliche	15.0
Hinsicht	8.0
Mitbewohner	11.0
Appartement	11.0
Badewanne	9.0
Länge	5.0
Individuum	10.0
Berg	4.0
Brauch	6.0
Knospe	6.0
Motiv	5.0
Testament	9.0
Lautstärke	10.0
Eigen	5.0
Pore	4.0
Flamme	6.0
Verkehr	7.0
Erzieher	8.0
E	2.0
Schimpfwort	11.0
Jugend	6.0
Sarkasmus	9.0
Beschreibung	12.0
Kriegszustand	13.0
Presse	6.0
Erzählung	9.0
Schlagen	8.0
Herzinfarkt	11.0
Inhaftierte	11.0
Fürsorge	8.0
Mangel	6.0
Arzneimittel	12.0
Strohhalm	9.0
Zettel	6.0
Ferien	6.0
Hinterkopf	10.0
Gerücht	7.0
Unschuld	8.0
Kerker	6.0
Bettler	7.0
Dickicht	8.0
Farmer	6.0
Vertriebene	11.0
Kreatur	7.0
Anrufer	7.0
Reiter	6.0
Atlas	5.0
Streifen	8.0
Flanke	6.0
Dreieck	7.0
Zumutung	8.0
Eiche	5.0
Gattung	7.0
Puls	4.0
Eifersucht	10.0
Wohnzimmer	10.0
Schriftstück	12.0
Seuche	6.0
Adjektiv	8.0
Alibi	5.0
Aussteigen	10.0
Umkehr	6.0
Briefkasten	11.0
Wirtin	6.0
Sozialismus	11.0
Sozialdemokratie	16.0
Block	5.0
Operation	9.0
Handschrift	11.0
Ansprache	9.0
Palast	6.0
Haustür	7.0
Herzschlag	10.0
Glücksfall	10.0
Überrest	8.0
Urlaubstag	10.0
Bewerbung	9.0
Akademie	8.0
Umsatz	6.0
Löwe	4.0
Zoo	3.0
Meute	5.0
kg	2.0
Genüge	6.0
Bart	4.0
Horizont	8.0
Würstchen	9.0
Strafanzeige	12.0
Aufsatz	7.0
Fundstück	9.0
Zuchthaus	9.0
Bezeichnung	11.0
Schande	7.0
Würfel	6.0
Korridor	8.0
Rückseite	9.0
Anhäufung	9.0
Ironie	6.0
Versehen	8.0
Sessel	6.0
Parkhaus	8.0
Pizza	5.0
Hafen	5.0
Paket	5.0
Imbiß	5.0
Gurt	4.0
Wissenschaftler	15.0
Meßgerät	8.0
Eingangshalle	13.0
Professor	9.0
Treffpunkt	10.0
Baumstamm	9.0
Wohlbefinden	12.0
Ader	4.0
Alkoholiker	11.0
Einatmen	8.0
Betrug	6.0
Arbeiter	8.0
Beachtung	9.0
Kumpel	6.0
Fabrik	6.0
Erlöser	7.0
Geländer	8.0
Schutz	6.0
Fahrtrichtung	13.0
Amerikaner	10.0
Taucher	7.0
Fahrzeug	8.0
Autobahn	8.0
Quelle	6.0
Respekt	7.0
Widerstand	10.0
Anflug	6.0
Kopfschütteln	13.0
Chirurg	7.0
Zitrone	7.0
Schwindel	9.0
Gleichgültigkeit	16.0
Hintergrund	11.0
Deckel	6.0
Animateur	9.0
Ansporn	7.0
Anzeichen	9.0
Arbeitskollege	14.0
Artikel	7.0
Team	4.0
Fieber	6.0
Attentat	8.0
Attentäter	10.0
Attribut	8.0
Zittern	7.0
Bursche	7.0
Glaube	6.0
Ausflug	7.0
Ausländer	9.0
Ausläufer	9.0
Weiß	4.0
Sauce	5.0
Außenstehende	13.0
Schalk	6.0
Nacken	6.0
Bauer	5.0
Beben	5.0
Heizung	7.0
Beitrag	7.0
Psychologie	11.0
Blickfeld	9.0
Klamotte	8.0
Talent	6.0
Technik	7.0
Amateur	7.0
Arbeitstag	10.0
Homo	4.0
Etappe	6.0
Mord	4.0
Grauen	6.0
Spaziergänger	13.0
Bildhauer	9.0
Statur	6.0
Gedächtnis	10.0
Einsamkeit	10.0
Ausweg	6.0
Geschmack	9.0
Parkanlage	10.0
Kristall	8.0
Wecker	6.0
Fahrer	6.0
Abstand	7.0
Kleid	5.0
Runde	5.0
Wahrnehmung	11.0
Display	7.0
Wirbelsäule	11.0
Funken	6.0
Donner	6.0
Wespe	5.0
Zylinder	8.0
Bogen	5.0
Ausgangspunkt	13.0
Saite	5.0
Bösewicht	9.0
Pflaster	8.0
Durcheinander	13.0
Teilnehmer	10.0
Cabrio	6.0
Clown	5.0
Einfahrt	8.0
Biest	5.0
Diamant	7.0
Fläschchen	10.0
Huhn	4.0
Drohung	7.0
Dschungel	9.0
Gewürz	6.0
Märchen	7.0
Karton	6.0
Konkurrenz	10.0
Schlauch	8.0
Passagier	9.0
Heulen	6.0
Sprichwort	10.0
Version	7.0
Umlauf	6.0
Abfuhr	6.0
Weite	5.0
Abkühlung	9.0
Abwertung	9.0
Handbewegung	12.0
Skelett	7.0
Lähmung	7.0
Koma	4.0
Teller	6.0
Sandale	7.0
Absatz	6.0
Deck	4.0
Todesursache	12.0
Gift	4.0
Insekt	6.0
Scheu	5.0
Spritze	7.0
Auseinandersetzung	18.0
Ausnahme	8.0
Ausrede	7.0
Tuch	4.0
Hotel	5.0
Veranda	7.0
Aussprache	10.0
Unannehmlichkeit	16.0
Belästigung	11.0
Position	8.0
Intelligenz	11.0
Witterung	9.0
Faser	5.0
Bombe	5.0
Henne	5.0
Korb	4.0
Brise	5.0
CD	2.0
Dino	4.0
Sensation	9.0
Cousine	7.0
Unverschämtheit	15.0
Säule	5.0
Beschäftigung	13.0
Geschicklichkeit	16.0
Träne	5.0
Wange	5.0
Dimension	9.0
Beobachtung	11.0
Fingerspitze	12.0
Reisegruppe	11.0
Illusion	8.0
Wohlgefallen	12.0
Angewohnheit	12.0
Sirene	6.0
Ekel	4.0
Gram	4.0
Pleite	6.0
Schalter	8.0
Lichtquelle	11.0
Feuerwehrmann	13.0
Kleidung	8.0
Klammer	7.0
Verhandlung	11.0
Änderung	8.0
Enteignung	10.0
Verstaatlichung	15.0
Explosion	9.0
Weltall	7.0
Flügel	6.0
Weide	5.0
Fliege	6.0
Obhut	5.0
Anfänger	8.0
Glühwein	8.0
Terrier	7.0
Kugel	5.0
Schirm	6.0
Kinderwagen	11.0
Autofahrer	10.0
Opernhaus	9.0
Frisur	6.0
Fisch	5.0
Horde	5.0
Gänsehaut	9.0
Generation	10.0
Konsument	9.0
Kreisel	7.0
Streifenwagen	13.0
Wertung	7.0
Rasse	5.0
Gastfamilie	11.0
Erscheinung	11.0
Fichte	6.0
Mischung	8.0
Geste	5.0
Gewalttat	9.0
Bescheidenheit	14.0
Aufbruch	8.0
Pariser	7.0
Artgenosse	10.0
Pool	4.0
Lautsprecher	12.0
Mitschuld	9.0
Jury	4.0
Spinne	6.0
Anzeige	7.0
Unsicherheit	12.0
Großstadt	9.0
Vorteil	7.0
Geschehen	9.0
Takt	4.0
Schuh	5.0
Klarheit	8.0
Leib	4.0
Studio	6.0
Hosentasche	11.0
Hängematte	10.0
Muskel	6.0
Nuß	3.0
Hebamme	7.0
Erregung	8.0
Dusche	6.0
Gewölbe	7.0
Giraffe	7.0
Rache	5.0
Pforte	6.0
Angelegenheit	13.0
Unregelmäßigkeit	16.0
Glanz	5.0
Modell	6.0
Foto	4.0
Scherbe	7.0
Schicht	7.0
Eimer	5.0
Reinigungsmittel	16.0
Schlitz	7.0
Brustkorb	9.0
Bewußtsein	10.0
Skandal	7.0
Watt	4.0
Atlantik	8.0
Schauer	7.0
Hinweisschild	13.0
Motorrad	8.0
Fahrrad	7.0
Straßenbahn	11.0
Steppe	6.0
Mietwohnung	11.0
Klimaanlage	11.0
Kollegin	8.0
Unfähigkeit	11.0
Komplikation	12.0
Schere	6.0
Dienstzeit	10.0
Schlimme	8.0
Kostprobe	9.0
Krankenschwester	16.0
Maul	4.0
Krücke	6.0
Kundin	6.0
Kurzgeschichte	14.0
Autorin	7.0
Wanderung	9.0
Asphalt	7.0
Lawine	6.0
Aufregung	9.0
Leistung	8.0
Lieferung	9.0
Theke	5.0
Mensa	5.0
Marmor	6.0
Menschenmenge	13.0
Prediger	8.0
Mikrowelle	10.0
Minderheit	10.0
Durchblick	10.0
Schlepper	9.0
Ungewißheit	11.0
Mitgliedschaft	14.0
Veranstaltung	13.0
Kardinal	8.0
Hammer	6.0
Sprechen	8.0
Schildkröte	11.0
Morgenstunde	12.0
Faust	5.0
Polizei	7.0
Therapeut	9.0
Turnier	7.0
Akzent	6.0
Grün	4.0
Episode	7.0
Arbeitsstelle	13.0
Aussicht	8.0
Sporthalle	10.0
Kranz	5.0
Handel	6.0
Herold	6.0
Melone	6.0
Leinwand	8.0
Niederlage	10.0
Unlust	6.0
Kakao	5.0
Karriere	8.0
Lebensgefährte	14.0
Dosis	5.0
Sünde	5.0
Schweigen	9.0
Verletzte	9.0
Kamerad	7.0
Salon	5.0
Nachname	8.0
Tarnung	7.0
Massage	7.0
Note	4.0
Notwendigkeit	13.0
Leiden	6.0
Schlosser	9.0
Schwanz	7.0
Supermarkt	10.0
Gerichtshof	11.0
Heimweg	7.0
Couch	5.0
Rückreise	9.0
Vertrag	7.0
Chemotherapie	13.0
Optimismus	10.0
Beste	5.0
Harmonie	8.0
Summe	5.0
Pflegekraft	11.0
Plage	5.0
Sektor	6.0
Prämie	6.0
Prozeß	6.0
Rarität	7.0
Erklärung	9.0
Kranke	6.0
Radio	5.0
Geschäftsführer	15.0
Räuber	6.0
Arterie	7.0
Raub	4.0
Geiselnahme	11.0
Sachbeschädigung	16.0
Tötung	6.0
Schauspieler	12.0
Pension	7.0
Student	7.0
Hausaufgabe	11.0
Redewendung	11.0
Überschrift	11.0
Schlitten	9.0
Schwachheit	11.0
Gegenüber	9.0
Empore	6.0
Glocke	6.0
Krater	6.0
Maschinerie	11.0
Pilz	4.0
Medium	6.0
Erklärungsversuch	17.0
Steigerung	10.0
Seufzer	7.0
Linie	5.0
Wanderer	8.0
Wiege	5.0
Sage	4.0
Stätte	6.0
Leitstelle	10.0
Küste	5.0
Ladung	6.0
Durchfahrt	10.0
Verwechslung	12.0
Erwachsene	10.0
Lagerfeuer	10.0
Herzfehler	10.0
Prospekt	8.0
K	2.0
Flut	4.0
Schnecke	8.0
Jagd	4.0
Bude	4.0
Reporterin	10.0
Polizeirevier	13.0
Haken	5.0
Metall	6.0
Männchen	8.0
Beharrlichkeit	14.0
Maßnahme	8.0
Buche	5.0
Sekretärin	10.0
Naß	3.0
Esel	4.0
Pinguin	7.0
Skizze	6.0
Aufschlag	9.0
Lebensjahr	10.0
Mittag	6.0
Tiefgarage	10.0
Unbekannte	10.0
Bruch	5.0
Versprechen	11.0
Front	5.0
Biene	5.0
Sonnenfinsternis	16.0
Vorstellungskraft	17.0
Pyramide	8.0
Sonnenaufgang	13.0
Sprengung	9.0
Kompanie	8.0
C	2.0
Leutnant	8.0
Ratte	5.0
Eichhörnchen	12.0
Postkarte	9.0
Kino	4.0
Zopf	4.0
Busbahnhof	10.0
Käfig	5.0
Jahrhundert	11.0
Wert	4.0
Fabel	5.0
Unordnung	9.0
Kinderzimmer	12.0
Gasthaus	8.0
Frieden	7.0
Kirche	6.0
Streit	6.0
September	9.0
Grausamkeit	11.0
Bestandteil	11.0
Mittelmeer	10.0
Monster	7.0
Exemplar	8.0
Psychiatrie	11.0
Masche	6.0
Peinlichkeit	12.0
Aktie	5.0
Datenverarbeitung	17.0
Wirbelsturm	11.0
Flieger	7.0
Bord	4.0
Entfernung	10.0
Tänzerin	8.0
Tasse	5.0
Besteck	7.0
Therapie	8.0
Bürgersteig	11.0
Geschwindigkeit	15.0
Muß	3.0
Kommunikation	13.0
Tradition	9.0
Traube	6.0
Uniform	7.0
Glühbirne	9.0
Etwas	5.0
Wandel	6.0
Krankenpfleger	14.0
Vorfeld	7.0
Gesichtsfeld	12.0
Unmenge	7.0
Tourist	7.0
Markierung	10.0
Fuge	4.0
Richtlinie	10.0
Lok	3.0
Waggon	6.0
Tragödie	8.0
Sippe	5.0
Viertelstunde	13.0
Vitrine	7.0
Räumlichkeit	12.0
Empfindung	10.0
Umarmung	8.0
Bezirk	6.0
Umwandlung	10.0
Feuerwehr	9.0
Entrüstung	10.0
Freizügigkeit	13.0
Werbekampagne	13.0
Zusammenarbeit	14.0
Verlosung	9.0
Wiedergeburt	12.0
Regung	6.0
Beförderung	11.0
Mai	3.0
Sir	3.0
Gerichtsverhandlung	19.0
Quittung	8.0
Betrag	6.0
Mietvertrag	11.0
Viertel	7.0
Schiedsrichter	14.0
Null	4.0
Argument	8.0
Kopfhaut	8.0
Forelle	7.0
Kamera	6.0
Begehren	8.0
Lernen	6.0
Gasse	5.0
Hinterhof	9.0
Gestrüpp	8.0
Versagen	8.0
Absturz	7.0
Fahrspur	8.0
Faß	3.0
Treibstoff	10.0
Trinkwasser	11.0
Fehlen	6.0
Bescheinigung	13.0
Mahl	4.0
Fels	4.0
Brandung	8.0
Kamin	5.0
Kuß	3.0
Verdacht	8.0
Beifall	7.0
Erscheinen	10.0
Vortrag	7.0
Fußweg	6.0
Gestank	7.0
Chor	4.0
Trick	5.0
Spatz	5.0
Vorherrschaft	13.0
Grundton	8.0
Apfelbaum	9.0
Ferienhaus	10.0
Blau	4.0
Gebot	5.0
System	6.0
Rückzahlung	11.0
Gefäß	5.0
Brei	4.0
Gruppierung	11.0
Navigation	10.0
Unbehagen	9.0
Schlafsack	10.0
Teppichboden	12.0
Geier	5.0
Reiseführer	11.0
Kaugummi	8.0
Hochhaus	8.0
Frachter	8.0
Schild	6.0
Trümmer	7.0
Architektin	11.0
Eingeweihte	11.0
Ansatz	6.0
Bildung	7.0
Gewitter	8.0
Nebeneffekt	11.0
Mineralwasser	13.0
Zweig	5.0
Beschlag	8.0
Gericht	7.0
Unterbrechung	13.0
Stehen	6.0
Tritt	5.0
Hase	4.0
Parfüm	6.0
Ofen	4.0
Hausmeister	11.0
Hecht	5.0
Krone	5.0
Spurensuche	11.0
Neuigkeit	9.0
Rezeption	9.0
Jeep	4.0
Vorhaben	8.0
Regal	5.0
Horn	4.0
Hospital	8.0
Sauna	5.0
Adler	5.0
Freibad	7.0
Dorfbewohner	12.0
Fackel	6.0
Hubschrauber	12.0
Tüte	4.0
Jugendliche	11.0
Künstler	8.0
Kreuzzug	8.0
Lampe	5.0
Latte	5.0
Krug	4.0
Made	4.0
Nebengebäude	12.0
Station	7.0
Periode	7.0
Gerät	5.0
Zusammenbruch	13.0
Detail	6.0
Kätzchen	8.0
Verbleib	8.0
Schwarze	8.0
Tageslicht	10.0
Alge	4.0
Orchidee	8.0
Innenhof	8.0
Investor	8.0
Italiener	9.0
Trauung	7.0
Blumenstrauß	12.0
Zaun	4.0
Quartier	8.0
Boulevard	9.0
Besen	5.0
Käfer	5.0
Gegner	6.0
Eiland	6.0
Killer	6.0
Fensterscheibe	14.0
Ja	2.0
Kleiderschrank	14.0
Ausrutscher	11.0
Fetzen	6.0
Schmetterling	13.0
Zeigefinger	11.0
Atmen	5.0
Messer	6.0
Verlauf	7.0
Projekt	7.0
Rohr	4.0
Stückchen	9.0
Klicken	7.0
Kloß	4.0
Speiseröhre	11.0
Krach	5.0
Kneipe	6.0
Kissen	6.0
Krankenwagen	12.0
Aufschrei	9.0
Indianer	8.0
Kribbeln	8.0
Gefährt	7.0
Fahrstuhl	9.0
Ruck	4.0
Spieß	5.0
Ungeheuer	9.0
Signal	6.0
Stahl	5.0
Ausgabe	7.0
Laster	6.0
Juckreiz	8.0
Schiene	7.0
Abschnitt	9.0
Schlafen	8.0
Entschluß	9.0
Kaktus	6.0
Zögern	6.0
Leopard	7.0
Gefieder	8.0
Lichtblick	10.0
Lkw	3.0
Düne	4.0
Meister	7.0
Kurve	5.0
Strumpf	7.0
Halter	6.0
Verlassen	9.0
O	2.0
Ai	2.0
Kirchturm	9.0
As	2.0
Familienmitglied	16.0
Neugeborene	11.0
Fluß	4.0
Arbeitszimmer	13.0
Scham	5.0
Portrait	8.0
Promille	8.0
Krawatte	8.0
Weste	5.0
Nische	6.0
Gehege	6.0
Qualität	8.0
Vorgang	7.0
Voraussetzung	13.0
Schäferhund	11.0
Ziehen	6.0
Unfreiheit	10.0
Roboter	7.0
Auftreten	9.0
Gemütlichkeit	13.0
Hingabe	7.0
Moped	5.0
Mörder	6.0
Gehen	5.0
Toilette	8.0
Dach	4.0
Mysterium	9.0
Netz	4.0
Riß	3.0
Weltrekord	10.0
Blondine	8.0
Ägypter	7.0
Köpfchen	8.0
Ausschlag	9.0
Notarzt	7.0
Notfall	7.0
Oberschenkel	12.0
Bündel	6.0
Orden	5.0
Mädel	5.0
Jude	4.0
Bluse	5.0
Pestizid	8.0
Blickkontakt	12.0
Yacht	5.0
Werkstatt	9.0
Wirtschaft	10.0
Obdachlose	10.0
Prellung	8.0
Variante	8.0
Splitter	8.0
Plakat	6.0
Sternenhimmel	13.0
Praxis	6.0
Spielplatz	10.0
Luxus	5.0
Öffentlichkeit	14.0
Pärchen	7.0
Chaos	5.0
Pfleger	7.0
Einfall	7.0
Protokoll	9.0
Labyrinth	9.0
Bungalow	8.0
Anleitung	9.0
Ballon	6.0
Priester	8.0
Zuhörer	7.0
Verehrung	9.0
Prominente	10.0
Prophet	7.0
Weisheit	8.0
Kompliment	10.0
Krampf	6.0
Raumschiff	10.0
Perle	5.0
Rentner	7.0
Elch	4.0
Ahle	4.0
Chinese	7.0
Fernsehgerät	12.0
Endstation	10.0
Geschütz	8.0
Sportwagen	10.0
Austausch	9.0
Unternehmung	12.0
Rundgang	8.0
Anlage	6.0
Untersuchung	12.0
Spiegelbild	11.0
Stärke	6.0
Schnitt	7.0
Schamane	8.0
Geländewagen	12.0
Gewässer	8.0
Unwetter	8.0
Möbel	5.0
Schmunzeln	10.0
Fahne	5.0
Wetter	6.0
Schock	6.0
Sommertag	9.0
Pfiff	5.0
Einschüchterung	15.0
Wechsel	7.0
Schwarm	7.0
Salz	4.0
Voraussicht	11.0
Erfüllung	9.0
Einsicht	8.0
Besserung	9.0
Skinhead	8.0
Skorpion	8.0
Wahnsinn	8.0
Geschick	8.0
Einzelzimmer	12.0
August	6.0
Kinn	4.0
Spanier	7.0
Erdboden	8.0
Spielball	9.0
Spinner	7.0
Pappe	5.0
Stadion	7.0
Architekt	9.0
Videofilm	9.0
Staatsbürger	12.0
Gauner	6.0
Sack	4.0
Dorn	4.0
Stiefel	7.0
Tanz	4.0
Existenz	8.0
Streifzug	9.0
Rückschluß	10.0
Weltanschauung	14.0
Strick	6.0
Strudel	7.0
Sturz	5.0
Edelstein	9.0
Ausbildung	10.0
Brand	5.0
Gästehaus	9.0
Teenager	8.0
Verstand	8.0
Formel	6.0
Siegel	6.0
Kreis	5.0
Mumie	5.0
Telegramm	9.0
Teufelskreis	12.0
Geborgenheit	12.0
Titel	5.0
Löffel	6.0
Knöchel	7.0
Eintritt	8.0
Astronom	8.0
Asteroid	8.0
Badezimmer	10.0
Umgang	6.0
Richtige	8.0
Fassung	7.0
Verbundenheit	13.0
Gesamtheit	10.0
Muster	6.0
Unternehmerverband	18.0
Studie	6.0
Unwohlsein	10.0
Verrückte	9.0
Horror	6.0
Konzert	7.0
Niveau	6.0
Vierte	6.0
Box	3.0
Vorsatz	7.0
Segen	5.0
Erfolgserlebnis	15.0
Stube	5.0
Anwesende	9.0
Seil	4.0
Weihnachtsbaum	14.0
Bonus	5.0
Kredit	6.0
Saatgut	7.0
Äußere	6.0
Ökonom	6.0
Wettkampf	9.0
Handbuch	8.0
Schauspiel	10.0
Winkel	6.0
Wrack	5.0
Rock	4.0
Rudel	5.0
Eisbär	6.0
Krokodil	8.0
Belastung	9.0
Einzelheit	10.0
Blatt	5.0
Relation	8.0
Konzern	7.0
Rücksicht	9.0
Kompromiß	9.0
Sonnenbrille	12.0
Mitfahrer	9.0
Zirkus	6.0
Parade	6.0
Lebensweg	9.0
Wache	5.0
Unterton	8.0
Ameise	6.0
Klebeband	9.0
Begeisterung	12.0
Etage	5.0
Kühlschrank	11.0
Gefährlichkeit	14.0
Vollmond	8.0
Vernachlässigung	16.0
Wohlfahrt	9.0
Abwechslung	11.0
Sehenswürdigkeit	16.0
Heimatstadt	11.0
Ehre	4.0
Hohn	4.0
Spott	5.0
Schnitzel	9.0
Eitelkeit	9.0
Extra	5.0
Anwältin	8.0
Handfläche	10.0
Ventilator	10.0
Teig	4.0
Hilfsaktion	11.0
Orientierungslosigkeit	22.0
Neptun	6.0
Juni	4.0
Fachhochschulreife	18.0
Oktober	7.0
Hocker	6.0
Festland	8.0
Zoll	4.0
Bezug	5.0
Elternhaus	10.0
Klinge	6.0
Zelle	5.0
Meisterin	9.0
Einhalt	7.0
Beweis	6.0
Motto	5.0
Brett	5.0
Bucht	5.0
Antike	6.0
Labor	5.0
Schaffner	9.0
Zucker	6.0
Erleuchtung	11.0
Staub	5.0
Enge	4.0
Erschöpfung	11.0
Kopfschmerz	11.0
Böschung	8.0
Autor	5.0
Geliebte	8.0
Wichtigste	10.0
Alarm	5.0
Vorschule	9.0
Wasserfläche	12.0
Vollendung	10.0
Garde	5.0
Intoleranz	10.0
Objekt	6.0
Vernunft	8.0
Mißbrauch	9.0
Erniedrigung	12.0
Verleumdung	11.0
Heuchelei	9.0
Lüge	4.0
Kämpfer	7.0
Aberglaube	10.0
Unterdrückung	13.0
Hierarchie	10.0
Seltenheit	10.0
Verachtung	10.0
Vorurteil	9.0
Falsche	7.0
Tip	3.0
Kaffeemaschine	14.0
Amulett	7.0
Vorbereitung	12.0
Herausforderung	15.0
Rot	3.0
Wortwahl	8.0
Außergewöhnliche	16.0
Herberge	8.0
Riese	5.0
Entschuldigung	14.0
Coca	4.0
Kostüm	6.0
Verfassung	10.0
Fensterbank	11.0
Rückweg	7.0
Bushaltestelle	14.0
Socke	5.0
Wohnwagen	9.0
Kommando	8.0
Wurzel	6.0
General	7.0
Verteidigung	12.0
Zustimmung	10.0
Bereich	7.0
Erbe	4.0
Klage	5.0
Oase	4.0
Handwerk	8.0
Kunst	5.0
Malerei	7.0
Staunen	7.0
Pfeife	6.0
Abzug	5.0
Hilfskraft	10.0
Betreuung	9.0
Nebenwirkung	12.0
Stoffwechsel	12.0
Eintragung	10.0
Januar	6.0
Feder	5.0
Begleiter	9.0
Shirt	5.0
Sekt	4.0
Körperhaltung	13.0
Geschirr	8.0
Gegenstand	10.0
Ausschau	8.0
Waldboden	9.0
Landsleute	10.0
Miliz	5.0
Reparatur	9.0
Abbildung	9.0
Magazin	7.0
Scheinwerfer	12.0
Bedienung	9.0
Hotelzimmer	11.0
Verkäufer	9.0
Gesang	6.0
Eigenschaft	11.0
Zeitgenosse	11.0
Magier	6.0
Ärger	5.0
Wertschätzung	13.0
Bewilligung	11.0
Handschuh	9.0
Treppenhaus	11.0
Weib	4.0
Kahn	4.0
Öffentlichkeitsarbeit	21.0
Daumen	6.0
Geldschein	10.0
Zigarre	7.0
Telefonbuch	11.0
Nachtisch	9.0
Bischof	7.0
Anhöhe	6.0
Saal	4.0
Tribunal	8.0
Papierkorb	10.0
Fürst	5.0
Liege	5.0
Interview	9.0
Anlauf	6.0
Bleibe	6.0
Butter	6.0
Spannweite	10.0
Auftritt	8.0
Schulzeit	9.0
Mission	7.0
Schlechte	9.0
Pianist	7.0
Streckenabschnitt	17.0
Guru	4.0
Unfallort	9.0
Steuermann	10.0
Trockenheit	11.0
Gemälde	7.0
Ganze	5.0
Erdöl	5.0
Verzerrung	10.0
Verbindung	10.0
Pakt	4.0
Bagger	6.0
Baustelle	9.0
Feigling	8.0
Kasse	5.0
Gnade	5.0
Vorspeise	9.0
Nudel	5.0
Wohlwollen	10.0
Aussehen	8.0
Regenbogen	10.0
Makler	6.0
Single	6.0
Ungerechtigkeit	15.0
Beleidigung	11.0
Axt	3.0
Abreise	7.0
Kai	3.0
Anwaltskanzlei	14.0
Jugendzeit	10.0
Bauernhof	9.0
Erzfeind	8.0
Boß	3.0
Äußerung	8.0
Bemerkung	9.0
Espresso	8.0
Sieg	4.0
Durchgang	9.0
Partnerin	9.0
Anpassung	9.0
Unterordnung	12.0
Roman	5.0
Organismus	10.0
Trennung	8.0
Gitarrist	9.0
CDs	3.0
Puzzle	6.0
Champagner	10.0
Kanne	5.0
Braunkohle	10.0
Heu	3.0
Wohneinheit	11.0
Erlösung	8.0
Instrument	10.0
Tun	3.0
Abfindung	9.0
Museum	6.0
Kartenspiel	11.0
Höflichkeit	11.0
Makel	5.0
Bund	4.0
Entwurf	7.0
Gesundheit	10.0
Same	4.0
Kiefer	6.0
Verkehrsmittel	14.0
Trieb	5.0
Anweisung	9.0
Wanderweg	9.0
Mutmaßung	9.0
Deutung	7.0
Zerstörung	10.0
Barbarei	8.0
Verhängnis	10.0
Rückzug	7.0
Autogramm	9.0
Wintermonat	11.0
Statement	9.0
Norm	4.0
Gebiet	6.0
Spezialist	10.0
Jeans	5.0
Fraktion	8.0
Tätigkeit	9.0
Heimatland	10.0
Entstehen	9.0
Verfall	7.0
Drink	5.0
Ortschaft	9.0
Berühmtheit	11.0
Helfer	6.0
Provokation	11.0
Cockpit	7.0
Bäckerei	8.0
Automat	7.0
Nahrung	7.0
Demokratie	10.0
Gleichberechtigung	18.0
Mittelalter	11.0
Juwel	5.0
Kabine	6.0
Hörer	5.0
Groschen	8.0
Begierde	8.0
Mantel	6.0
Literatur	9.0
Ermittler	9.0
Aufdeckung	10.0
Probe	5.0
Biochemie	9.0
Physik	6.0
Hauptfach	9.0
Sonnenschein	12.0
Tanker	6.0
Sohle	5.0
Pickel	6.0
Verschlüsselung	15.0
Oberhand	8.0
Nachsicht	9.0
Tabelle	7.0
Diät	4.0
Marktplatz	10.0
Begräbnis	9.0
Bewerber	8.0
Phänomen	8.0
Show	4.0
Verlobung	9.0
Ehefrau	7.0
Verlangen	9.0
Nikotin	7.0
Mist	4.0
Aids	4.0
Minimum	7.0
Übersicht	9.0
Vertrauen	9.0
Verleger	8.0
Medikament	10.0
Verpflichtung	13.0
Alltag	6.0
Kanzlei	7.0
Buchung	7.0
Dose	4.0
Bordell	7.0
Examen	6.0
Werft	5.0
Halt	4.0
Riegel	6.0
Kragen	6.0
Schal	5.0
Ausfahrt	8.0
Fahrbahn	8.0
Kapuze	6.0
Kosten	6.0
Transport	9.0
Kleinbus	8.0
Betäubungsmittel	16.0
Emblem	6.0
Erkältung	9.0
Gewand	6.0
Kater	5.0
Nebenjob	8.0
Vielfache	9.0
Einkommen	9.0
Tumor	5.0
Figur	5.0
Mitteilung	10.0
Verhältnis	10.0
Rückschritt	11.0
Sturm	5.0
Proviant	8.0
Match	5.0
Brocken	7.0
Kommentator	11.0
Dekoration	10.0
Urwald	6.0
Genick	6.0
Diebstahl	9.0
Zahnarzt	8.0
Sekretariat	11.0
Führerschein	12.0
Sprößling	9.0
Anmerkung	9.0
Zange	5.0
Schilderung	11.0
Zeltlager	9.0
Vorschrift	10.0
Lehre	5.0
Vorlesung	9.0
DM	2.0
Liebende	8.0
Unglaube	8.0
Verwandlung	11.0
Vergewaltigung	14.0
Angriff	7.0
Behandlung	10.0
Musikgruppe	11.0
Klavier	7.0
Existenzgrundlage	17.0
Zuwendung	9.0
Millionenhöhe	13.0
Lebensversicherung	18.0
Gel	3.0
Kunstwerk	9.0
Scheidung	9.0
Revolver	8.0
Tageszeitung	12.0
Revolutionär	12.0
Kapitel	7.0
Schlußpunkt	11.0
Urologe	7.0
Regenschirm	11.0
Tiergarten	10.0
Zauber	6.0
Vorname	7.0
Tausend	7.0
Gage	4.0
Akzeptanz	9.0
Diener	6.0
Gewächshaus	11.0
Schmutz	7.0
Beratung	8.0
Verschwörungstheorie	20.0
Spieler	7.0
Ebene	5.0
Schach	6.0
Dogma	5.0
Arbeitskraft	12.0
Augenbraue	10.0
Mülltonne	9.0
Bestätigung	11.0
Bibel	5.0
Hauptbahnhof	12.0
Gastgeber	9.0
